label	text
0	黄金2元一颗白金3元一颗需要加我这是单子号
0	搞的好像我没有法师一样靠
0	我这是小号。
0	反野吗？
0	9伪官服的还有官服没有的新玩法活动稳定人多
0	三楼辅助还是
0	后羿这伤害就离谱
1	200块=8杤元宝十80杤银两需要mmmm我
1	5毛一个卖字.要的米
0	段子会盟收人哦,进群的今天晚上10点准时每人发10元红包,先到先得哦,只限今晚哦!进来的都是段友师兄妹哦滴滴滴,段友出征,寸草不生
0	你的大GPS吧
0	我也想拉你来着
1	卖字,量大优惠,出银两,带材料滴滴我
0	83的司马懿
0	4楼会玩射手不
0	5l打啥的
0	来小明，要不然狼狗很容易死的。
0	交流他们要是不进来你要帮我抢
1	长期出元宝一百等三千二百,需要的私聊我,非诚勿扰
0	我邀请一个
0	等一下，我带个耳机。
1	出390元宝,充了45只用了一个首充要的滴滴我,不先,送一个圣战一个法
1	出银子1/16000/出160万,白图0.2/180张,送内单.有保底,支持代挂.刷的滴滴
0	暴-走第九车-3元一位-或者150万-3图给钱-微信或者qq红包-10分钟包过-
0	额大厅怎么聊
0	18000收深渊票或vx1比28收1比51收yxb支持1元到底诚信才能长久有搬钻的朋友卖吗
0	我也不玩射手呀
1	三十元三万元宝货到付款加qq19955162
0	150050000一百块821197879qqcom加吧加完秒摊位内两万就行秒一回我转一回
0	出玄6,6个代价密,出徒弟3块一名最好来要5位的老板,出风筝要的密,收泉水自己带比例
0	那就这么说定了
0	你们能不能看一下阵容。
0	出售任意字。需要的老板滴滴哒哒！五毛一个。
1	1元=40000钻石加q大海1240340022货到付款私聊不回
0	承接各段位岱打陪打赏金荣耀团队老板们需要岱的加我备注
0	三楼，你打辅助吗。
1	半价出元宝道具,需要的老板滴滴,小额大额不够
0	二一五一八六零九九四
0	发你QQ给我
1	出售24万元宝200=3300元宝,500=8500元宝需要的联系多买多优惠mmmmmmmmmm
1	大量出售金币元宝有需要的直接加微信kx2019a
0	11500需要私聊
1	大量出钻石需要的大佬联系比例优惠可支持货到付款mmmmm
1	出银砸要得带比例联系
1	各位大佬出售半价元宝可换小喇叭一元一个需要微信加我
0	而且甚至你还要去花银两去买那个高配，主要能卖出去。
0	你们射手哪个要中
0	来个银子商人，量大联系
0	出片,7元百部,天天更新,信誉老店,需要滴滴!
1	卖字一个字4毛要10个的联系就1个号了要的速度了
0	对啊，，挂材料银商秒
0	终于能说话了世界来波五行好友
0	11来搞我呀704要片的加我qq3578387415,三元一部,质量保证,诚心经营
0	包赔不欠再结账骗子a694212789
1	出售加10黑铁矿石50个200元宝,要的直接差价交易
1	需要元宝的加微长期入驻诚信可靠绝对信誉微kz18355361302
0	花呗套现点位说明:我会给你二维码扫码,优惠买单花呗100元起套注意最高430需要的加微信
0	不想玩了此号60出手诚心要的加至尊宝紫霞凤囚凰
0	****姐加我聊天
1	241.粮66仓因为爱情薇3745838301373
0	360
0	躺好了，我没怕的
0	竞猜币旁边有查看竞猜结果
0	59凋此红芳年皇后三晋级皇后四,15元,接单的加我
0	手速太慢
0	我两个都出辅助装。
1	大量出售各种字十个三元,银子一比两万五,五色神石五分.需要联系
1	出储备元宝4万能打包的老板滴滴我
1	100块150w
1	出售银子1比12000需要的联系我自备材料没材料勿扰到账结算钱
0	看见你们练英雄我就想演
1	113133.粮66食百事可乐卫零13127
0	出售大太阳300个,收元宝1比20卖的加微信,
0	睇真D原来唔系
1	0.5出字需要的加好友任你选
0	4楼会不啊
1	147出yxb132出挑战书支持qq红包没微信支付宝需要加qq2489930441聊刚喊一边制裁了吗蛋
1	sy吖啊7来加说1元八万元宝送蓝水晶紫水晶ss级同伴十扣:204744234
1	出售字符,0.5元一个,需要的私聊
0	恋需要系怨气嘛排凌派源宝加v15712311961收汽油号
0	15300收书卖的mmmmm天火装备-搬钻-讨论qun571162763长期收yxb51出47期待你的加入-十-十
1	0.5一个出字,要的老板mmmmmmmm
0	剑侠sf裙62453313,无4维,无3s同伴,充值比例1比4万,开区送50万,欢迎大家一起玩
0	本来省99上吧输了
0	15100出1390深渊票出大量yxb,要的老板代价m我,不要问我多少比例,我不知道,请自带比例,谢谢
1	100手工图。来老板。大量出银子。需要的滴滴
0	金币矿都没几个
0	照片书搞活动了给大家推荐下,东西真心不错,一本能印76张照片,原价才39元现在三八节再优惠2元如果你手机照片过多,内存不足又舍不得删,不妨洗成一本书,时尚又方便,喜欢的可以加以下微信:ranfuzi或扫以下二维码活动仅剩2天
1	出售1688元宝要的滴滴
0	别亮了真的
0	此号70要的加我私聊(不信的别加)
0	双排上荣耀加我，目前27星
0	你加一下我QQ吧
0	2000多场钻石
1	50元2万元宝想要的加qq:2523220188
0	给我ad吧
1	505万元宝贵族10木5千万宝石5百万需要的加qq2036009968
0	找个带我打排位的，钻石段位400，先付xx%75
0	大量各种收购银两，有的速度滴滴
0	租号的先加我的q群778770227,便宜,不验号,需要的加q群,真心卖,进群以后找群主,可以微
0	记得***Q。
0	就是昨天晚上那匹小黑马亏大了那我没注意我不知道6六六10009拿走了要不我再顶他一把
1	出元宝需要的老板加微df18151555621先货
0	本来就不该选鲁班，没输出能力。
0	30出售一个v7号25吧v这是喇叭号看上的私聊
0	带人搬钻噩梦2w一把5吧9w10吧17w十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十十
0	大哥，有射手。
0	这有啥的
1	2919.粮66食百事可乐卫零11528
0	能装x哈哈
0	%14一起玩吗？换个号跟你玩，加q~
0	904天，最高星耀4
0	我一般都是10点或者11点开始玩的
1	1240出钻石需要的密我
1	五分批发五色石，比例一万五出银币，收货的滴滴
0	选钟馗挨揍吗。
1	就200个100个50元宝需要的交易我
0	飞车cdk需要加我qq2216289104加我5元1张每号1次必中永久道具
0	乱砍乱杀
0	看片20元千部看的加微信1343338281
0	你也快睡
0	从开干嘛，没事。
0	红包20收嗜血，5元收连击。卖的加好友
0	猴子，我该睡了
0	%10大号王者小号随缘収徒王者以下都能带十我
0	5000金币搞了10多亿资
0	100四四18就往家走了
1	ioo元=i万钻石送金币礼包加威-信:kkccbb76先货
1	2522.粮66食百事可乐卫零134127
0	3316188476我QQ
0	168出售1000张挑战书有没有要的全是闪光票天御虫噬护肩十2天御雷罚战甲天御风行战靴
1	出售元宝1005000,先元宝,长期供应,需要的加我微信181484046
0	5楼来个打野
0	上班压力太大了
1	100＝8w圆寶300＝30w圆寶100＝50w银靓300＝180w银靓有意滴滴
0	我怀疑你是哑巴
0	先加个QQ
0	151长期大量收购yxb149出售各位板钻的大侠速度来信誉第一骗子死一户口本一块一块的交易!
1	593元宝12比例44元,先元宝,两次交易,66级以上大号滴滴
0	刚才把银子都买技能了
0	风一样的男人
0	我市18马超，兄弟
0	他来了他来了
1	,100塊=8萬元寶+90萬銀兩+6级宝石送神兽需要的mmmmmmmmmmmmmmmm
0	xia ba bj he ni da l
0	我给朋友打号的，希望还能和你对
0	发luo照吗
0	下把一起
0	此号400出诚心要的加我
1	116城小贼不屠,元feng2白寳V一五八人贫五二六伤零零可七三四怜116
0	花了15块32万银子
0	找个cp9%8H
0	(=^_^=)伽罗太华添加好友song%44
0	金币消耗可以做
1	卖元宝加微信xiaolong901227游戏里看不到
1	半价甩2150储备元宝80要的滴滴
1	25134.海粮66食豚百事可乐v
0	1:50大量收yxb你装备好的我先,装备差的你先,骗子勿扰重要的事说三遍
0	你还上学吗
0	dnf跨6小花金团招收老板招收奶爸qq群183447667欢迎大家加群潜水不定时发送红包
0	貂蝉可以
0	没5000别来中hae
0	不想努力的老板dd白菜价
1	[面粉]出银子15万=10￥.要的老板再滴滴有材料的来,最后一次,累
0	一起搞2把不
1	94zxcvbnm123元10万钻石联系我qq227054921
1	青春工作室低倒信物yb魂石令牌有需要的老板滴滴或加v18274003331
0	本从出售真人自慰视频傻逼勿扰300w一部或者红包10yuan想看p片私聊真人的
0	2200w换50红包支持微信我不先需要的mmm可以一块一块的交易骗子死一户口本十十十十十十十十十十十十十十十
0	胜率∶100%场次∶666
0	不打野吗
1	40万银!18块出售!有材料会交易收的密我
1	小号接钻石以下的单需要的老板加我稳赢
0	5173出手5300本挑战书200元有要的去秒吧还有大量的挑战书
1	一比一万五初音需要的老板滴滴
0	嗯，睡觉吧
0	游戏CP，找个玩猴子的
0	我竟赛10分钟又
1	任意字5毛,需要滴滴,半价出玲珑时装,喇叭一个一块钱
0	经济技术
0	还要一个
0	cp有吗，没有下了
0	红包出嗜血凝冰释玄需要的老板滴滴
0	红包收嗜血连击,有的滴滴滴,量大优惠啦!
0	370出永久飞马坐骑账号直接符石赠送走淘宝或者交易猫交易安全可靠要的私聊
0	来个钟馗
1	一百元6万点券送v7宝珠时装武器需要的加威信aab7780先货
0	帮打排位
0	就五十金币
0	来呀,600比例可以小额先
0	别不开心了
0	铂金三排缺个稳定法师,有的加好友
0	没事我带飞
1	115118.海豚YB阁,海豚小班助你战力狂飙,求微3745838302824
0	野王我躺好了
1	大量出任意字3元10个.要的滴滴.稳定送到活动结束
0	80微信76543272
0	哦，不wu那不处了，皮肤也不送了
0	不求cp了求个陪我打匹配的行吗
0	关键金币还给150体力药水
0	那你做我儿子吧
0	5楼就是tmsjb
0	打排位还不如打排位
1	半价元宝商人看到私聊.一万起步的
0	存着有用
0	战斗力提升200
0	好等下主力带项羽扔堡垒然后一队我这里我会派盾去堡垒保护的剩下的有时间就采集金币
0	这些活动就是祸害我们金币的
1	卖字卖字5毛一个5毛买不了吃亏买不了上当但是可以买得了8888各位侠客需要的嘀嘀嘀
0	今天不花金币了。已经花了快2万了
0	辅助群632421356需要的加群欢迎潜水,适合搬钻升级,我们只提供最稳定的辅助
0	可以买，神秘商店，150元宝，一个那，没必要
1	打个广告，出260万银子，需要的联系
0	dd野王，
1	十元十万点卷加q837760222
0	有一起打人机闯关的吗
0	网恋吗，哥哥，处cp萌，加我呀%44
1	卖yb,不需要上号高v先货需要的联系小昕牌元宝值得你信赖另长期收拖坑号大号被禁言了
1	361.粮66食百事可乐卫零1251
0	额那还怪厉害里
0	白虎可以花金币觉醒
0	四楼小姐姐带躺。
0	找个人帮我打排位，上钻石给他200先付%13
1	长期出信物牌孺要大米的加v1245607129
0	又有7次了
0	接单子五元一星需要的加好友!
0	那就看你猥琐不猥琐了。
0	专门撞金币。
0	不开麦我不会打
0	雷霆5万金币
0	号11的武黑子
0	来所有兄弟充值要把任务推了
0	孤城你还我三百金币
0	班钻升级神器,加群340016656进群免费体验500w一周十10灵魂猎者
0	我困了%3
0	3000多场才钻石1，你玩什么王者荣耀？去玩点别的吧
0	兄弟相信我
1	124十三111原111包V13168099011出原包小号.帮121到
1	长期出售大量yb,有需要的老板请联系我
0	代da,朋友号,我号被禁言了,三元一星,有的加我,信誉图为证
0	4300分掉到3900了
1	铺号237满资乌龟来大佬秒满功136虚灵灵一万出头各种极品超低价甩卖首次开店,求支持各种宠物全25以上开图鉴只需188,各种球返一半,量大私聊,加vx另收米1比280要的私聊上架
0	互赞啦%66%66%66%66
0	tm大号41掉到28
0	你微信多少我等会看看有没有5个人
0	出售此号要的联系我，120私聊
1	出紫色技能书2快一本.银子1比15000需要的老板嘀嘀嘀嘀嘀嘀
1	出yin子150w左右来元宝材料老板打包速度滴滴我[忘无石][忘无石]
0	反正买要1000银子
1	出少量储备元宝，要的滴滴我，喇叭一块
0	50金币一个体力瓶，算了
0	随便你做什么我都做。
0	不是你战力号你也可以4
0	钟馗辅助还是中路
0	一楼，一楼。
1	100元60000点券v7宝珠时装武器需要加qq231784749先货
0	34丶权大官人我卖pian,真想要的加我私聊,价钱便宜,一切好说
1	1500要的私聊,我先
1	长期出半价元宝正规渠道稳定带冲需要的少侠滴滴
0	进集会所集市左手边摊位0098出售163干将3200钻127均资狐狸300狐狸粮鬼粮各种粮都有要的老板私聊
0	连跪5把了
0	哪个班的啊
1	出货出货阳保信物物质等等需要私我66666666666666666666
1	100快20万园/宝十80w银辆十宝石十玄凤十妖虎.先给/q-q;2533336939
1	二百块=三万yb神兽时装加薇心fvvc12先货
1	银100-150万.宝100-8000.龙魂100-30需要的兄弟mmmmmm
0	等我5分钟？
0	而且我还不是，他们那种职业的打宝队他们有幸运那那些好。我就是瞎搞的瞎搞的，就买点银子可能在那么多
0	我安琪拉很6
0	OK我等你
0	能打野吗
0	我也想搞几个英雄
0	我拿这个7分钟
0	红包收嗜血17+1卖的滴滴最后5本
0	不辅助。
0	我说是缘分妳相信吗
1	200元=8万钻石送冥王降临超级礼盒需要加qq71872186先给
0	半龙大佬出金龙一定要发红包啊
0	还是比较划算的，因为他。嗯，你买完直接它就给你送的元宝儿，然后还有东西，反正夏天而言，性价比还可以吧。
0	vx1比50出2亿搬钻游戏b支持5毛1块骗子走元好吗
0	钟馗我更不会
1	3514.物66资可口可乐威02610
0	42王思聪仁兄弟卖苹果x1800需要的加我
0	比我还高
0	寂寞的加我,35元开视频,不漏脸随便玩
0	错过师父终于获得你的奶奶就是太小了喂到50才升级
0	精神小伙，，，甜美姑娘%50
0	ad来个会玩的
0	24小时畅玩
0	代做弓手精钢石装备,2000元宝一个出售王者印记有需要的联系我!骗子
0	中单谢谢
0	61红发哈雷h追杀夫妻肺片2一百元一次我微信15932113904
0	有没有很厉害的ad
0	刚刚进来的兄弟姐妹们点开家族点开金库里面啊动动你们手指捐献一下啊我们可以拿回读也可以拿贡献
0	卷来卷去坑我--过去一万个人
0	1比44出一百块游戏b我不先支持一块到底长期有少量搬钻货出要的mmm有没有老板要十十十十十十十十十十十十十十十十
0	5楼，你傻？
0	明天学习通you要崩
0	莫非你把把都是败方MVP。
0	大哥们，银商是怎么交易的，
1	8000元宝,货到付款,需要的加v81712523
0	打一把法师哈哈
0	400多长还在钻石
1	红包出3700储备,180万银两,出冰甲火遁溅射,出售大量字
0	有没有和我处cp的，本人在武汉
1	游戏币200w卖点卷然后到商城买优惠里面的自动修理1各月500点卷啊
0	95后现在应该是多大呀?三二12二10五6
0	这里面这些职业也就是丐帮和桃花算是平民职业吧你充钱充的少你也玩的还将就
1	卖新英雄,20元一个,金币赠送懂得来有意的加微信w,承接全区青芒i
0	现在没人⑤
0	ppx54110元50部污电影需要的加十十十诚信
0	0.5出字要的滴滴包回归7天要的滴滴
0	那可不是
0	2谢谢老板
1	长期大量收yxb,能先的mm我,12铂金卷子400,强袭330需要的带走,yxb也行十10突击队长的强袭装置墨影朱莲战靴十12铂金装备增幅券30天
0	等下拉你。
0	东皇太一，鬼谷子明世隐。
1	10块一个出各种字保8888要的老板滴滴我
0	945三三次!
0	我小明太猛了。
0	确定了早就
0	我来陪你练练
0	此号188出要的加速度
0	4800w换100微信红包,支持一元交易,先红包,要的加微信,绝对信誉
0	帒刷高招忍者
0	之前是70的
0	只可以用没绑定的元宝买吗？
0	至尊皇族4团收老板1200w一位红包28元在收个奶爸
1	卖图4毛钱一张.大量出售银子五色.
0	这是花钱的，不是元宝
1	117出缘葆混石信勿零牌,V13877438504114
0	我上吧打了60输出
0	不早点选
0	121找17长66fengV661831901682012
0	那你很666
0	150出售一百的yxb换区玩去了微信红包我不先最少10元交易诚心
0	各位手速确实快
0	小号钻3大号钻2
0	省5求cp快点吧
1	3oo元甩5万钅元宝十澄装十宝佦
0	68金币小北
1	一毕二出3000元宝要的加微信610412937微信聊
0	刚结束银龙
0	0.030.030.33出上限要的老板加微信hcz2180谢谢可以5队啦15521569
0	哈哈哈哈哈哈
0	这个是id
1	售新首礼包2000积分1到2000绑元.数颗3级石头.领完几乎可上满3级石.特价10圆.一号只能领一次.领过勿扰
1	大家的境地:1:12000出100多万银,懂得密我先货后钱
1	四折出yb,需要的来,改名卡,时装,喇叭.另高价租充值2000以上的退游号
0	5w一把带任务图有辅助需要的加50s过图可以先免费进图看效果绝对稳定
0	100左右要去医院挂针
1	半价出一个玲珑骰子,1800元宝,需要武魂幻化的滴滴滴我,助战3本来人
0	这个号10元出大号v750出要的加我qq3579844208
0	卷换什么好？
0	倒银才来我发给你
0	衮别你生了
1	手游协议号下午三点新区免费送一万非绑定元宝冲万威五倍返利需要的加微
0	还有1个金币
0	我就没钱了
1	74请你原谅我,元10万钻石联系我微信!bbb10w或qq652951406
0	这个有点接受不了我说有没有pk的1次10元有的加我诚信第一
0	看牌子dd
0	谢谢老哥
1	出售元宝,10元=3万元宝,血脉凤凰150承接满7号999令送血脉麒麟一只,需要的私密
0	但是现在我们的s服和新区差不多了啊
0	从开吗。
0	便宜出!156穿岬2000149花无邪666128狐狸4000126水元200146许愿星1500有需要的老板代价私聊可r可钻摊位088
0	为什么不禁那射手
0	我13连胜了
0	那不玩了
0	结果冲完以后n多个那个起码差不多超过20多然后发信息然后就说你充钱了兄弟
0	阿亮打嘛
0	chea有人用
0	出稀有宝图来老板包车130张需要的加微信zhaoxu5217788游戏不回先货
0	烦*，连胜之后就连跪
0	点错了我等你
1	出字出五色,需要的密我,量大优惠,
0	交易行11的浴凰是哪位兄弟的看见私聊我大号禁言了,另外400收爆咋卖的速度,明天降价了4300收15紫金弓卖的密喊到九点半下线
0	飞击群100433268搬钻升级稳定中欢迎加入
0	太惊悚了。
0	才十几个金币
0	真不会打野别怪我
0	张良可以试试，231技能
1	出售元宝,品质保证,150先货,要的联系,人在高v高站优先
0	孙尚香，你这把稳一点。
1	4100元宝半价要的滴滴
0	扣聊2182151944
0	上一把他妈遇到了一群坑逼。
1	100元=8万元宝赠贵族8,要的加威wzsc98信支持货到付全网不封号
0	欢迎加入联盟1全部迁移至领地并向据点派兵2每天捐献联盟科技3长期玩的都加下wx群4三天不上者将清理出联盟5微信群在联盟信息下面点击可直接加入外交留言里面都是假的
0	5楼打射手呗
0	广二八戒信誉交易群代打安图恩收老板吹水装逼聊天群大量收人,欢迎需要的加入213552747
0	我打野也6
0	再见儿子们
0	巅峰赛被演三局到了400多战力
0	搬钻升级工具非常稳定永久更新有要的联系mmmmmmmmmmm
1	118出111缘葆111材料111物资,V13877438504134
0	就那个商人天行网络
0	应该在登吧
0	第一个是qq好友
0	出改名卡25时装小喇叭99个一块一个好的滴滴
0	王者号借我玩呀号吗
0	你玩过der的干将
0	7社会学家研究表明:难看和没钱的男人并不比高帅富更加靠谱
1	防锋,100元=100000元宝,需要的mmmmmm
0	不用了，不用了。
0	金币也买光了
1	出售元宝先给元宝等安全了再给钱目前145区可以做到完全安全一万300有需要合区后我会联系
0	我的100%都被人坑到90了
0	我家网也不好。
0	睡觉了，
0	睡觉了。
0	你加下我QQ，我换个号带你2038735827m
0	我这凤求凰180出
0	随便，没事。
0	我特么5楼我禁7楼的英雄？
0	我气死了，上把两方3-24，我差点反水了
0	二楼你确定打法师
0	巅峰不拿猴坐等6分投
0	3l名字眼熟啊
0	jin我一个月没玩，今天刚重来
1	100元=999点券,加我扣10001
0	是你朋友吗。
1	h十klj9加他1元八万元宝送蓝水晶紫水晶ss级同伴6阿opu和各v是u1元八万元宝送蓝水
0	白起抢我四杀不打人了兵线也不清了
0	1不辅助啊
0	搬钻十商人十囤货十倒卖裙156741902欢迎加入游戏交流
1	低价处理六万元宝非网站交易非储备可以直充,需要的速度联系我
0	4楼不是辅助吗
0	我蓝打一半就飞下来了
0	1000把还在钻石
0	钟馗，前期可以去骚扰一下蓝。
0	n刷永久神器:兽神冰神纪元死神等等武器应有尽有,一件30元要的加q:771177599先货后付送n点非卖品等等
0	李老师在20星，又是5排，不好打正常的
0	想滴个会玩马超的cp
0	看我战绩稳定要的加我外卦
0	我来射手吗。
1	出货大量比例0020215微信13196069900需要滴滴4097501
1	80块钱1710元宝,打包的来
0	也是个主播
1	出售元宝1比100需要的老板mmmmmmmmmmm
0	ffkk355先给您
0	没有百里六楼打野好不好。
0	下午2点多睡到11点多
1	出水果加v130471847
0	230896068我q
0	又tm迷路了
0	白银上黄金需要阵容
0	弹弹弹恶心
0	金币又不多
1	金商出金,需要的私聊比例优惠长期大量出需要的加vx13452247873
0	38熊猫人丶scs卖瓜卖瓜头思索写字苗一键开启需要的加好友
0	5元=容岩龙袍s级别英雄加我名字的微信即可联系
0	莫名其妙
1	20元=98万钻石加v5贵族加5支任意英雄武器需要的加qq3541699731
0	方圆百里内只要金币他快采集完，被我发现就有一半是我的
0	我铭文没多高。
0	1来找128Chang丰V18319016820128
0	掉分车队来个白金3以上的速度4等一,看清楚了加好友,是掉分的
1	任意字5毛,1比12000出垠,有材料就行
0	连跪20/多吧了
0	12点四十了
0	本号100出，看上私我
0	冲了170吗
0	哪个好心人帮我整整圣诞老人。
0	没事没事，没后羿就算了
0	睡着了%25%25
1	1比55卖200块钱的金币要的mmmmmmmmmmmmmmmmmmmmm
0	63净心有多强此号便宜卖需要的加我私聊
0	有没有车队我上单ad都可以
0	QQ等级才一级
0	带秘境921层,一元一天,包月优惠,有需要的加我微信asd068772
0	对面家罗，他怎么打他就被两下就。
0	送你ma皮肤送送送
0	哪个小明。
0	来个辅助就OK
0	bb9.app就可以跟妹妹互动啦~~
0	出各种抗性内丹，5块一本，需要的老板私聊我
0	诚信团队接单黄金6白金8钻石12元把付陪代三带二滴滴
0	wxid_3ecjsqypt3m222搜不到
0	可以助战可以出战你和他等级低的你还有侠义值侠义值可以换宝石，你点开你的背包属性代币里面。
1	100块,33万圆宝十90w银两送伸兽十10级宝石,倒,付.需要私mmm我
0	缘分呀，我就姓卢
0	我不坑，150局就钻一了
0	我也想玩李元芳的
0	坑别人啊
1	113.海豚YB阁,海豚小班助你战力狂飙,求微374583830632
1	卖字一个五毛,长期有货,8888等你来拿
0	追光者需好友
0	210现在开强哥金团最后一波1200w一位红包30元需要的亲们速度加了还有最后三个位置啦
0	我nm哭了，要小明前期啥用没有
1	出银一千万,有需要的老板滴滴我
1	4元10个字任选需要联系
0	出售辅助,一周500w2000w永久安全稳定释放双手,需要的加我q1339155788
0	5楼大哥好好玩
0	互赞！互赞！顺便找个Cpdddddddd
1	需要点券加我25元两千50元八千,70元八万
0	3000把刺客还在钻石啊
0	不是3排咩你们
0	goodluck手动金14团收老板900w一位不过包退裙413823105大半年信誉老团在集合十11源助力-艾格尼丝十11无尽贪食之力十13荒古遗尘短剑
1	20元5800钻石30元7800钻石100元80万钻石加qq1433582451微信cf4081
1	14125.粮66食百事可乐卫零3336
0	姐中路交给你了
0	20助攻日常
0	开8，你也卡？
0	加个电脑
1	信誉低价处理元宝银字=需要的请私密我mmmmmmmmmmm
0	你是不是该睡觉啦
0	赵某人你还玩吗？
0	村服兰陵王
0	出3w6攥十,45r,需要私聊我,可我先
0	就射手是141
1	2618.粮66仓因为爱情薇3745838309123
0	26阿灿在线陪骚卖快猫vip版需要的加我
0	对面重开t
1	图，银，半价，天山雪莲。要的滴滴滴！
0	把我盾三给ban了没办法
0	175.21.85000五队出水果
0	6:20,142线顺其自然金团,收老板,900万或20红包,不过包退!源助力-玛特伽贪食之殇
0	谁有至尊宝。
1	降换萌,换2个.另外,大量出字,每天可以固定出4套.需要的老板滴滴
0	出售79个嗽叭，70元要的滴滴
0	你在想屁吃。
0	77上我qq看到在群里调戏了一下一个叫先货后款的
0	8出翠玉梅,30出静心果红衫梅,3出白球,15出绿球,75出篮球,30出五行书,40出水空冰等书,底价五色土,20r出满资莫邪,要的私
1	20116.豚海YB阁,豚海小班助你战力狂飙,求微374583830131
1	大量出结婚宝石,潜能果,神秘钥匙,需要的老板滴滴我,大量出.无限出
1	6134.豚海YB阁,豚海小班助你战力狂飙,求微37458383011736
1	100=10000元宝要的狂叫先货后钱
0	鄂C风采，战队收人，来活跃人士，欢迎大家加入。。。
0	眼不见心不烦
0	出寿付诸超级稳定稳刷暴走异界魂图有要买的加q3241987781
0	蹲个乖徒徒师傅铂金到王者都有号小号带你3
0	借号搬钻一个号给他50w长期的私聊十十十十十十83以上的角色就行无装备要求自动搬钻要的加349541804qq
0	你们都在找辅助！我玩的是肉咋办
0	量大的银商联系我可以长期合作
0	11000的阿珂拿出来啊
0	三十块五个人
1	出售6000元宝有的联系我
0	其他位置都有了。
0	特喵的我的号1分
0	随便演。
0	带打,黄金2元一星,需要的加
0	我气死了
0	王者你来打砖石局就这胜率呵呵
0	大量出无色要的代价m我mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
1	740元宝60甩需要密我加微信先红包支持小额
0	就是叫10连抽158元宝那个
0	花了我那么多元宝浪费了，哎呀，我真是傻乎乎的。
0	我不方便说话
0	诚心出售本号，320万+2.2万元宝+3觉龙+荣耀王者段位，要的mm
1	老字号1必55出元宝,安全稳定,质量保证,高v高战优先先货,欢迎老板私聊
0	21我是风中的卖黄了,有需要的加q109967203
1	半价出元宝需要的老板滴滴!另外出银1:12000
1	200元==10万元宝赠神兽十时装血色战甲30天十雪羽霜衣30天,要的加qq2499891133绝不封号
0	没事就打上去了
0	3000元宝接近4个计策
0	你们是情侣嘛
1	200元=5万元宝十忍者x3十vip6需要的加q66314771
0	32被哥哥一人独宠此号卖,可带打,需要的加名片qq
0	各位大佬带我飞
0	放过我吧
0	大哥没时间了
0	不要adc了
1	出售880元宝需要的滴滴我
0	44魔化辛姐姐兔子装十元一套需要加我微信yx1698888
0	我要嫖一嫖。
